,Index,data,labels
2115,700_1,"""I recognize that when Threshold arrives (code matching between Windows and Windows Phone achieves 100%), much of these may not matter anymore, but for the time being these would be nice additions.""",1
2116,703_1,"""This is a bug and should be fixed so that ANY media that is playing will be paused if you are interacting with Cortanta.""",1
2117,703_2,"""The trial feature should be built-in with automatic enforcement, user prompting, disabling, etc, just as it is in the Windows Store.""",1
2118,705_1,"""With the two stores combining, can we bring built-in trial mode support to Windows Phone?""",1
2119,706_1,"""You should be able to start an app like the flashlight app directly from the notification center.""",1
2120,706_2,"""Please add recent places to SuggestedStartLocation in FileOpenPicker API.""",1
2121,708_1,"""Please provide access to Calendar API to customize the day styles basing upon requirement""",1
2122,715_4,"""Please release lock screen api for all developers,treat every devs equally""",1
2123,716_3,"""Now we want to bundle these Apps.""",1
2124,723_1,"""We need this also in Windows App Store because: 1.""",1
2125,730_1,"""I think Microsoft needs to re-consider about having splash screens.""",1
2126,730_2,"""when users click on APP they should directly see UI no lags.""",1
2127,731_1,"""Extend the MediaElement to support YouTube videos, so simple.""",1
2128,731_6,"""I think this is a bug, because I think if the WriteableBitmap decides to update the PixelWidth and PixelHeight property, it should also update the PixelBuffer, or the data is inconsistent.""",1
2129,731_8,"""Windows developers need APIs to control TV tuners and display of other digital media on the same screen at the same time""",1
2130,732_1,"""make multitasking a real thing, like seeing a video or having a mini calc when browse some thing.""",1
2131,734_1,"""you can limit number of apps according to the screen size.""",1
2132,735_1,"""Provide an API to use Cortana services within apps as well as provide implementable Interface(s) which expose App-Services to Cortana, then Cortana can call these methods and developers worldwide can extends it's functionality.""",1
2133,736_1,"""Please add api's for sharing to reading list.""",1
2134,736_3,"""Would become even more useful if say i could share to reading list from chrome extension or mac desktop or iOs.""",1
2135,742_1,"""Provide a way to get list of installed applications on the phone""",1
2136,743_4,"""And my only wish is to format a DateTime like the user wants to see it.""",1
2137,744_6,"""This should be added in future versions as it is still an important feature for some apps.""",1
2138,746_2,"""I would like Microsoft to open up this framework to all developers.""",1
2139,746_4,"""But why not allow it to be used locally by sideloading or through the emulators?""",1
2140,747_7,"""I'd like to record an audio/video file while playing a audio file in the background.""",1
2141,748_2,"""However, there should be more of swipe gestures than the tap methods.""",1
2142,749_1,"""I would like the ability to pass the photo from my app to an app (of the user's choice via an app picker) that supports the selected photo type.""",1
2143,750_2,"""add a filter, crop, etc), and then the opened app can pass that edited file back to my app.""",1
2144,752_2,"""A thing that would be increbible is that your phone make a sound when you whistle or Clap hands a certain pattern ( wich could be preseted by the phone owner ) so when you can't find your phone and you dont have a buddy around to text you, you can find it!""",1
2145,753_1,"""Lockscreen: -Should be able to chose a tiny black outline around lettering so you can see what's written properly when you have a Clear/White lock screen.""",1
2146,753_2,"""-Should be able to put transparent (saved in PGN) lockscreens like WP7.5 Notification Center: -Should be able to control the screen when notification center is half open.""",1
2147,754_1,"""-Should be able to control music ( Play, Pause, Next & Previous + song info ) directly from the notification center.""",1
2148,754_2,"""Xbox Music: -Should be able to swap music player sideways.""",1
2149,754_3,"""Pictures: -Needs to open on Albums instead of All the pictures Mail Center: -Would be awesome if it opened on a page where you have a seperate for each of your accounts.""",1
2150,755_1,"""-Should be able to put transparent (saved in PGN) lockscreens like WP7.5 Notification Center: -Should be able to control the screen___ more""",1
2151,755_2,"""Could you please have a report that includes the prices, before the final payment?""",1
2152,757_2,"""Make necessary conditions so that developers choose proper (representing application )high quality images as application symbols in store matching modern ui Now many apps has simply ugly icons,pixelated,Android like ,pirated ,misleading,..""",1
2153,763_3,"""Please arabic keyboard not found in lumia 610 please support an arabic""",1
2154,763_4,"""Add xap support for some apps like explorer and opera""",1
2155,763_6,"""The software NEEDS access to sky / one drive or a option so you can send files you have stored on there.""",1
2156,763_11,"""Add Payoneer as a payment method for Windows Phone Store / Windows Store / PubCenter earnings.""",1
2157,764_1,"""Need nd filter attachment grip case..""",1
2158,766_2,"""I would like to have one to be able to do HQ software rendering using Direct2D.""",1
2159,767_3,"""Since UMDF USB drivers are absolutely safe from harming the system thus guarding from penetrating the SP networks, it would be a good idea to allow 3rd party registered device driver developers to be able to develop UMDF signed drivers, submitted for testing and approval for such devices as I mentioned before.""",1
2160,785_2,"""A developer would like to ease the app submission process by being able to upload an app submission as a single archive package per submission.""",1
2161,785_3,"""This archive (could be a ZIP file) should contain all of the meta-data (could be as an XML file) and supporting files (e.g., XAP, screenshots, etc.)""",1
2162,789_2,"""Optionally, it would also be great for this capability to support selection of markets and price points that the app is intended to target.""",1
2163,790_4,"""Support the Windows.Media.Editing API on Windows 8.""",1
2164,791_1,"""Change the Cellular+sim back to auto switch to wifi as preferred network the new manual data connection management is very annoying and result in hi data usage on the cellular network.""",1
